orignal code,DSP,LUT,CP,FF,SLICE
cdfg_29/cdfg_78,14,5.106,9.557,8.355,9.535
cdfg_29/cdfg_79,1,0.907,6.338,1.362,1.99
cdfg_29/cdfg_80,19,5.424,8.817,8.971,10.405
cdfg_29/cdfg_81,11,12.863,9.643,14.376,21.085
cdfg_29/cdfg_82,5,5.737,8.509,6.014,9.005
cdfg_29/cdfg_83,5,8.303,13.222,8.163,13.485
cdfg_29/cdfg_85,21,7.066,9.811,9.758,12.32
cdfg_29/cdfg_86,0,8.03,7.168,10.437,13.675
cdfg_29/cdfg_87,4,2.008,9.655,2.001,3.46
cdfg_29/cdfg_88,0,0.03,6.74,0.053,0.075
cdfg_29/cdfg_89,37,4.685,9.4,5.226,8.91
cdfg_29/cdfg_90,6,1.004,8.386,0.953,1.645
cdfg_29/cdfg_91,26,1.528,8.488,1.774,3.075
cdfg_29/cdfg_92,22,5.32,9.08,5.765,9.665
cdfg_29/cdfg_93,10,1.351,9.104,1.761,3.265
cdfg_29/cdfg_94,0,0.003,0.0,0.0,0.005
cdfg_29/cdfg_95,7,1.339,7.85,1.326,2.265
cdfg_29/cdfg_96,14,7.607,9.162,10.098,14.1
cdfg_29/cdfg_97,2,0.311,5.626,0.657,0.84
cdfg_29/cdfg_98,10,6.233,9.234,10.02,12.41
cdfg_29/cdfg_99,0,0.077,3.708,0.158,0.21
cdfg_29/cdfg_100,9,8.336,8.432,10.945,14.825
cdfg_29/cdfg_101,22,2.243,8.712,2.201,4.235
cdfg_29/cdfg_102,15,3.222,8.892,3.06,5.53
cdfg_29/cdfg_103,34,2.269,9.68,2.077,3.965
cdfg_29/cdfg_105,16,4.795,8.249,6.394,8.33
cdfg_29/cdfg_106,21,4.167,9.349,4.837,8.105
cdfg_29/cdfg_107,55,10.281,8.525,9.977,16.095
cdfg_29/cdfg_108,5,2.752,8.536,2.639,4.9
cdfg_29/cdfg_109,0,0.534,6.307,0.762,1.08
cdfg_29/cdfg_110,3,21.17,9.353,27.697,37.18
cdfg_29/cdfg_111,3,5.02,8.422,6.975,8.95
cdfg_29/cdfg_112,17,3.092,7.957,3.958,5.725
cdfg_29/cdfg_113,16,1.302,8.611,1.895,2.565
cdfg_29/cdfg_114,16,0.916,7.429,1.488,2.21
cdfg_29/cdfg_115,52,7.442,9.054,9.919,13.5
cdfg_29/cdfg_116,18,3.503,8.62,3.79,6.36
cdfg_29/cdfg_117,6,2.405,7.784,3.219,5.205
cdfg_29/cdfg_118,1,0.158,5.457,0.202,0.285
cdfg_29/cdfg_119,1,1.616,5.632,1.955,2.955
cdfg_29/cdfg_120,16,0.775,9.114,0.942,1.545
cdfg_29/cdfg_121,9,2.767,9.323,3.618,5.615
cdfg_29/cdfg_122,17,3.092,8.845,4.841,7.69
cdfg_29/cdfg_123,11,1.043,12.494,2.339,2.97
cdfg_29/cdfg_124,1,1.145,6.374,1.372,2.21
cdfg_29/cdfg_125,9,1.826,7.95,2.609,3.865
cdfg_29/cdfg_126,13,1.158,7.141,2.66,3.795
cdfg_29/cdfg_127,49,6.938,8.957,11.275,14.825
cdfg_29/cdfg_128,1,7.688,7.178,9.986,12.785
cdfg_29/cdfg_129,0,3.585,7.16,5.248,5.425
cdfg_29/cdfg_130,9,7.187,8.881,10.103,12.635
cdfg_29/cdfg_131,35,14.17,8.924,19.721,22.965
cdfg_29/cdfg_132,26,7.327,9.608,10.551,12.52
cdfg_29/cdfg_133,3,0.822,7.0,0.952,1.675
cdfg_29/cdfg_134,14,1.049,7.945,1.147,2.05
cdfg_29/cdfg_135,1,0.722,6.646,1.19,1.62
cdfg_29/cdfg_137,4,0.368,7.112,1.022,1.3
cdfg_29/cdfg_139,2,0.263,5.494,0.38,0.71
cdfg_29/cdfg_140,38,13.047,9.4,14.888,20.79
cdfg_29/cdfg_141,8,2.415,9.128,2.833,4.72
cdfg_29/cdfg_142,0,0.065,4.68,0.138,0.19
cdfg_29/cdfg_143,9,2.423,9.132,3.265,5.12
cdfg_29/cdfg_145,16,2.327,9.517,2.574,4.665
cdfg_29/cdfg_146,12,1.429,7.487,2.048,3.185
cdfg_29/cdfg_147,11,9.79,7.948,11.457,17.385
cdfg_29/cdfg_148,12,3.771,9.427,3.121,6.27
cdfg_29/cdfg_149,1,0.283,6.155,0.394,0.615
cdfg_29/cdfg_150,19,1.87,8.899,2.338,3.65
cdfg_29/cdfg_151,0,0.002,1.633,0.002,0.005
cdfg_29/cdfg_152,15,1.315,8.25,2.172,3.28
cdfg_29/cdfg_153,0,0.148,2.863,0.011,0.225
cdfg_29/cdfg_154,11,0.637,7.855,0.899,1.39
cdfg_29/cdfg_155,2,0.011,6.794,0.027,0.035
cdfg_29/cdfg_156,14,5.81,8.412,7.859,10.07
cdfg_29/cdfg_157,14,1.578,8.833,1.892,3.27
cdfg_29/cdfg_158,6,0.244,6.917,0.206,0.435
cdfg_29/cdfg_159,0,0.676,7.232,0.746,1.325
cdfg_29/cdfg_160,1,0.307,7.171,0.506,0.725
cdfg_29/cdfg_161,15,3.641,8.923,3.29,6.505
cdfg_29/cdfg_162,1,0.444,7.336,0.089,0.645
cdfg_29/cdfg_163,0,0.228,6.614,0.544,0.75
cdfg_29/cdfg_164,2,0.16,8.348,0.12,0.34
cdfg_29/cdfg_165,3,7.606,8.126,10.236,12.955
cdfg_29/cdfg_166,32,2.373,8.617,2.739,4.795
cdfg_29/cdfg_167,0,0.002,1.633,0.002,0.005
cdfg_29/cdfg_168,22,3.885,8.351,5.079,7.68
cdfg_29/cdfg_169,18,2.047,8.766,2.225,3.85
cdfg_29/cdfg_170,0,0.606,6.89,0.888,1.35
cdfg_29/cdfg_171,0,0.002,1.633,0.002,0.005
cdfg_29/cdfg_172,19,1.539,8.384,1.512,2.895
cdfg_29/cdfg_173,1,5.026,10.37,6.072,8.095
cdfg_29/cdfg_174,17,5.974,8.922,7.252,10.15
cdfg_29/cdfg_175,14,3.543,9.415,3.591,6.54
cdfg_29/cdfg_176,16,8.318,9.89,11.175,15.025
cdfg_29/cdfg_177,0,0.179,4.587,0.274,0.405
cdfg_29/cdfg_178,18,2.759,8.822,3.455,5.735
cdfg_29/cdfg_179,5,2.628,7.701,2.734,4.645
cdfg_29/cdfg_180,17,0.751,7.6,1.258,1.74
cdfg_29/cdfg_181,4,2.301,9.866,2.65,4.47
cdfg_29/cdfg_183,1,0.331,6.79,0.725,1.04
cdfg_29/cdfg_184,14,1.79,9.664,2.063,3.89
cdfg_29/cdfg_185,0,0.235,2.036,0.066,0.33
cdfg_29/cdfg_187,0,0.032,0.0,0.0,0.04
cdfg_29/cdfg_189,17,7.555,8.688,11.487,14.165
cdfg_29/cdfg_190,3,1.052,7.21,1.289,2.025
cdfg_29/cdfg_191,10,0.958,8.392,1.003,1.825
cdfg_29/cdfg_192,2,1.562,8.473,1.703,2.73
cdfg_29/cdfg_194,21,7.219,8.685,9.511,13.025
cdfg_29/cdfg_195,0,0.002,1.633,0.002,0.005
cdfg_29/cdfg_196,7,2.107,8.687,2.054,4.045
cdfg_29/cdfg_197,22,1.858,8.604,3.13,4.39
cdfg_29/cdfg_198,14,4.506,8.367,7.48,8.29
cdfg_29/cdfg_199,0,0.898,8.176,1.265,1.725
cdfg_30/cdfg_0,21,2.664,8.73,2.487,4.81
cdfg_30/cdfg_1,43,5.938,8.985,7.465,10.785
cdfg_30/cdfg_2,2,0.155,4.88,0.195,0.385
cdfg_30/cdfg_3,13,6.372,9.454,9.606,11.78
cdfg_30/cdfg_4,27,6.009,8.214,9.726,11.655
cdfg_30/cdfg_5,19,2.614,8.454,3.05,5.31
cdfg_30/cdfg_6,8,2.0,8.613,2.061,3.735
cdfg_30/cdfg_7,29,16.32,8.767,16.123,26.36
cdfg_30/cdfg_8,24,2.455,8.364,2.471,4.965
cdfg_30/cdfg_9,5,0.331,6.905,0.692,1.045
cdfg_30/cdfg_10,36,2.505,8.621,3.318,5.445
cdfg_30/cdfg_11,0,0.552,6.805,0.9,1.225
cdfg_30/cdfg_12,27,4.259,8.379,4.134,7.54
cdfg_30/cdfg_13,11,0.501,6.25,0.853,1.43
cdfg_30/cdfg_14,18,2.061,8.396,2.205,3.87
cdfg_30/cdfg_15,4,0.756,7.427,1.209,1.665
cdfg_30/cdfg_16,3,4.574,8.411,7.459,8.255
cdfg_30/cdfg_17,1,0.323,6.634,0.824,1.17
cdfg_30/cdfg_19,2,0.71,8.5,0.764,1.435
cdfg_30/cdfg_20,11,0.452,6.685,0.506,0.99
cdfg_30/cdfg_21,5,1.483,7.266,1.389,2.83
cdfg_30/cdfg_22,23,5.78,8.617,7.904,9.935
cdfg_30/cdfg_23,12,0.712,8.845,1.283,2.255
cdfg_30/cdfg_24,11,4.529,9.202,8.234,8.71
cdfg_30/cdfg_25,0,0.178,5.046,0.23,0.31
cdfg_30/cdfg_26,22,8.917,8.592,9.554,14.77
cdfg_30/cdfg_27,1,0.414,7.383,0.535,0.78
cdfg_30/cdfg_28,2,1.616,7.476,1.727,3.055
cdfg_30/cdfg_29,19,1.906,8.755,2.083,3.67
cdfg_30/cdfg_30,0,0.045,0.0,0.0,0.08
cdfg_30/cdfg_31,21,12.345,9.052,10.755,19.845
cdfg_30/cdfg_33,7,1.358,8.28,1.604,2.67
cdfg_30/cdfg_35,21,3.445,8.317,4.105,6.915
cdfg_30/cdfg_36,14,4.413,9.071,4.164,7.775
cdfg_30/cdfg_37,0,0.102,5.684,0.209,0.295
cdfg_30/cdfg_38,6,1.967,8.474,2.497,3.745
cdfg_30/cdfg_39,1,1.11,8.207,1.586,2.27
cdfg_30/cdfg_40,3,1.25,9.066,1.52,2.39
cdfg_30/cdfg_41,23,12.097,8.256,14.009,20.135
cdfg_30/cdfg_42,0,0.005,0.0,0.0,0.01
cdfg_30/cdfg_43,9,2.318,7.559,2.653,4.745
cdfg_30/cdfg_44,1,0.903,8.569,0.58,1.475
cdfg_30/cdfg_45,5,7.146,9.31,10.501,13.115
cdfg_30/cdfg_46,18,5.205,8.554,8.782,9.865
cdfg_30/cdfg_47,9,5.002,8.381,6.452,9.455
cdfg_30/cdfg_50,12,5.8,7.991,10.206,11.745
cdfg_30/cdfg_51,9,0.857,8.375,0.933,1.68
cdfg_30/cdfg_52,1,0.022,2.154,0.004,0.055
cdfg_30/cdfg_53,0,0.048,0.0,0.0,0.075
cdfg_30/cdfg_54,5,0.468,8.246,0.695,1.065
cdfg_30/cdfg_55,8,1.257,8.25,1.333,2.74
cdfg_30/cdfg_56,28,3.981,9.092,4.272,7.175
cdfg_30/cdfg_57,0,0.002,1.633,0.002,0.005
cdfg_30/cdfg_58,0,0.467,5.374,0.748,1.0
cdfg_30/cdfg_59,26,6.276,8.644,10.321,11.22
cdfg_30/cdfg_60,16,3.488,8.323,3.543,6.205
cdfg_30/cdfg_61,0,0.63,6.885,0.822,1.395
cdfg_30/cdfg_62,0,7.374,9.06,9.812,12.16
cdfg_30/cdfg_63,18,1.113,7.815,1.593,2.495
cdfg_30/cdfg_64,7,1.448,9.267,1.503,2.465
cdfg_30/cdfg_65,31,5.499,8.476,8.961,10.56
cdfg_30/cdfg_66,0,0.002,1.633,0.002,0.005
cdfg_30/cdfg_67,2,2.83,9.243,3.694,5.335
cdfg_30/cdfg_68,17,5.323,8.264,8.456,9.61
cdfg_30/cdfg_69,0,0.46,6.241,0.307,0.73
cdfg_30/cdfg_70,0,0.152,2.921,0.011,0.23
cdfg_30/cdfg_71,9,5.002,8.945,8.467,9.27
cdfg_30/cdfg_72,8,10.328,8.437,12.826,17.655
cdfg_30/cdfg_73,16,1.818,10.75,2.313,3.81
cdfg_30/cdfg_74,1,0.132,4.604,0.194,0.28
cdfg_30/cdfg_75,2,0.3,6.337,0.465,0.63
cdfg_30/cdfg_76,0,0.052,3.794,0.072,0.11
cdfg_30/cdfg_77,3,0.807,7.145,0.944,1.67
cdfg_30/cdfg_78,0,0.162,2.905,0.017,0.25
cdfg_30/cdfg_79,6,1.022,8.033,1.563,2.395
cdfg_30/cdfg_80,2,2.508,8.557,2.55,4.6
cdfg_30/cdfg_81,15,10.502,8.336,13.422,19.055
cdfg_30/cdfg_82,20,6.16,9.443,9.422,11.325
cdfg_30/cdfg_83,1,1.857,7.201,2.272,3.68
cdfg_30/cdfg_84,5,6.276,8.709,9.513,11.505
cdfg_30/cdfg_85,0,0.005,1.272,0.001,0.045
cdfg_30/cdfg_86,0,0.134,4.365,0.15,0.23
cdfg_30/cdfg_88,5,4.764,8.413,5.549,8.14
cdfg_30/cdfg_89,8,5.108,7.777,4.009,9.15
cdfg_30/cdfg_90,16,0.849,8.91,0.966,1.625
cdfg_30/cdfg_91,46,7.435,9.726,7.53,12.1
cdfg_30/cdfg_92,12,4.555,9.429,6.453,7.99
cdfg_30/cdfg_93,11,0.351,5.692,0.312,0.74
cdfg_30/cdfg_95,13,3.129,9.338,3.092,5.7
cdfg_30/cdfg_96,3,1.569,8.413,1.638,2.97
cdfg_30/cdfg_97,42,22.196,9.277,26.745,36.17
cdfg_30/cdfg_98,6,4.643,9.344,7.545,8.0
cdfg_30/cdfg_99,8,5.808,8.686,8.231,9.96
cdfg_30/cdfg_100,1,1.089,8.041,0.692,1.765
cdfg_30/cdfg_102,0,0.193,5.752,0.286,0.475
cdfg_30/cdfg_103,22,2.298,9.18,2.588,4.33
cdfg_30/cdfg_104,20,2.685,9.34,2.74,4.915
cdfg_30/cdfg_105,0,0.002,1.633,0.002,0.005
cdfg_30/cdfg_106,19,8.195,9.069,11.198,14.27
cdfg_30/cdfg_107,0,0.171,6.212,0.148,0.265
cdfg_30/cdfg_108,8,3.005,8.76,3.149,5.49
cdfg_30/cdfg_109,2,3.261,8.577,4.675,6.73
cdfg_30/cdfg_110,6,5.644,9.33,5.983,10.27
cdfg_30/cdfg_111,9,2.811,8.748,2.98,5.015
cdfg_30/cdfg_112,7,0.147,6.484,0.254,0.35
cdfg_30/cdfg_114,24,6.264,9.591,7.513,10.73
cdfg_30/cdfg_115,2,0.871,8.453,1.225,1.83
cdfg_30/cdfg_116,16,6.649,8.52,11.046,13.09
cdfg_30/cdfg_117,1,0.27,7.256,0.505,0.65
cdfg_30/cdfg_118,6,1.606,8.113,2.592,3.865
cdfg_30/cdfg_119,28,12.351,8.629,15.327,21.955
cdfg_30/cdfg_120,14,1.447,8.88,1.619,2.905
cdfg_30/cdfg_121,0,0.454,8.503,0.727,1.085
cdfg_30/cdfg_122,7,1.921,8.068,1.958,3.72
cdfg_30/cdfg_123,11,2.719,8.428,4.333,6.485
cdfg_30/cdfg_124,0,0.194,2.374,0.068,0.34
cdfg_30/cdfg_126,6,5.533,8.817,7.809,9.48
cdfg_30/cdfg_127,6,2.483,8.435,2.543,4.47
cdfg_30/cdfg_128,0,0.002,1.633,0.002,0.005
cdfg_30/cdfg_129,0,0.466,6.737,1.201,1.375
cdfg_30/cdfg_130,33,8.552,8.921,12.264,15.7
cdfg_30/cdfg_131,5,5.009,8.346,8.096,9.235
cdfg_30/cdfg_132,2,1.256,8.139,1.653,2.585
cdfg_30/cdfg_133,27,3.554,8.463,3.723,6.615
cdfg_30/cdfg_134,25,1.854,7.853,1.655,3.725
cdfg_30/cdfg_135,23,0.231,7.765,0.494,0.85
cdfg_30/cdfg_136,16,12.004,9.012,15.259,20.2
cdfg_30/cdfg_137,17,1.978,8.711,2.187,3.77
cdfg_30/cdfg_138,24,7.385,8.487,11.049,13.345
cdfg_30/cdfg_140,13,5.105,8.715,7.18,8.695
cdfg_30/cdfg_141,25,6.568,9.533,9.458,11.92
cdfg_30/cdfg_142,5,2.527,8.384,2.713,4.465
cdfg_30/cdfg_143,24,1.646,8.102,2.806,4.445
cdfg_30/cdfg_144,14,2.448,9.028,2.572,4.405
cdfg_30/cdfg_145,13,4.542,8.898,6.081,8.055
cdfg_30/cdfg_147,0,0.021,2.255,0.001,0.035
cdfg_30/cdfg_148,0,0.285,5.315,0.302,0.515
cdfg_30/cdfg_149,3,6.636,7.902,6.623,11.255
cdfg_30/cdfg_150,7,1.844,8.826,2.1,3.455
cdfg_30/cdfg_151,9,6.452,8.826,10.682,12.395
cdfg_30/cdfg_152,0,0.26,3.701,0.066,0.36
cdfg_30/cdfg_153,2,1.839,8.812,1.997,3.685
cdfg_30/cdfg_154,22,5.777,8.566,5.752,9.61
cdfg_30/cdfg_155,22,1.644,8.754,1.664,3.045
cdfg_30/cdfg_156,21,1.911,8.838,2.708,4.31
cdfg_30/cdfg_157,32,7.524,8.835,11.064,13.82
cdfg_30/cdfg_158,10,7.738,8.536,9.995,13.01
cdfg_30/cdfg_159,7,5.529,8.372,9.31,10.43
cdfg_30/cdfg_160,22,5.23,8.192,8.786,10.38
cdfg_30/cdfg_161,7,2.453,8.537,2.4,4.17
cdfg_30/cdfg_162,0,1.694,7.942,1.684,3.08
cdfg_30/cdfg_163,5,0.659,6.357,0.842,1.39
cdfg_30/cdfg_164,13,16.1,8.081,18.431,25.07
cdfg_30/cdfg_165,44,8.782,8.287,8.957,13.895
cdfg_30/cdfg_166,18,3.346,8.934,3.891,6.62
cdfg_30/cdfg_167,22,4.769,8.458,5.588,8.425
cdfg_30/cdfg_168,0,3.707,7.954,4.472,6.75
cdfg_30/cdfg_169,44,6.951,8.856,10.045,12.585
cdfg_30/cdfg_170,30,10.324,8.534,13.328,16.595
cdfg_30/cdfg_171,15,4.505,9.0,3.375,6.7
cdfg_30/cdfg_172,14,3.412,10.414,3.563,6.225
cdfg_30/cdfg_173,11,0.966,9.018,1.284,2.04
cdfg_30/cdfg_174,28,5.581,9.876,8.68,10.32
cdfg_30/cdfg_175,0,0.194,6.012,0.199,0.365
cdfg_30/cdfg_176,21,7.738,9.674,11.17,12.9
cdfg_30/cdfg_177,7,1.597,8.677,1.727,3.105
cdfg_30/cdfg_178,0,0.002,1.633,0.002,0.005
cdfg_30/cdfg_179,4,0.259,7.471,0.499,0.68
cdfg_30/cdfg_180,11,22.778,9.533,30.129,36.01
cdfg_30/cdfg_181,0,0.002,1.633,0.002,0.005
cdfg_30/cdfg_182,0,0.59,6.071,0.689,1.085
cdfg_30/cdfg_183,37,4.523,9.002,6.238,8.98
cdfg_30/cdfg_184,2,0.329,8.775,0.211,0.545
cdfg_30/cdfg_185,3,6.097,8.315,9.108,11.81
cdfg_30/cdfg_186,27,7.993,8.899,11.141,14.545
cdfg_30/cdfg_187,34,5.84,9.411,9.086,10.885
cdfg_30/cdfg_188,8,0.595,7.76,1.047,1.395
cdfg_30/cdfg_189,36,8.401,9.964,9.255,14.17
cdfg_30/cdfg_190,2,0.985,8.358,1.192,1.965
cdfg_30/cdfg_191,21,7.876,8.436,11.948,14.56
cdfg_30/cdfg_192,14,1.811,8.209,2.126,3.455
cdfg_30/cdfg_193,8,2.484,9.087,2.96,5.365
cdfg_30/cdfg_194,10,4.243,8.216,7.675,8.12
cdfg_30/cdfg_196,36,3.67,8.981,3.859,7.025
cdfg_30/cdfg_197,4,6.532,9.92,7.243,11.235
cdfg_30/cdfg_198,16,1.933,8.35,2.643,4.265
cdfg_30/cdfg_199,0,0.002,1.633,0.002,0.005
cdfg_31/cdfg_0,0,0.374,6.245,0.531,0.805
cdfg_31/cdfg_2,8,5.151,8.077,7.927,8.765
cdfg_31/cdfg_3,26,2.678,8.525,2.816,5.01
cdfg_31/cdfg_4,22,1.297,8.466,1.799,2.95
cdfg_31/cdfg_5,7,3.254,8.599,4.244,6.49
cdfg_31/cdfg_6,11,0.462,7.647,0.459,1.085
cdfg_31/cdfg_7,22,4.362,8.691,4.627,7.67
cdfg_31/cdfg_8,9,5.684,8.363,8.898,9.975
cdfg_31/cdfg_9,1,0.142,6.006,0.109,0.225
cdfg_31/cdfg_10,45,2.377,10.04,3.034,5.69
cdfg_31/cdfg_11,36,2.646,8.796,3.594,5.49
cdfg_31/cdfg_12,21,6.329,9.099,7.282,10.395
cdfg_31/cdfg_13,52,7.998,8.979,11.387,14.575
cdfg_31/cdfg_14,3,0.688,8.027,0.627,1.245
cdfg_31/cdfg_15,8,4.687,8.545,7.403,8.8
cdfg_31/cdfg_16,10,0.129,5.901,0.152,0.33
cdfg_31/cdfg_18,4,6.508,7.849,7.537,10.195
cdfg_31/cdfg_19,10,1.563,8.627,1.398,2.97
cdfg_31/cdfg_21,42,7.295,8.854,8.974,12.5
cdfg_31/cdfg_22,17,2.221,8.149,2.299,4.36
cdfg_31/cdfg_24,4,4.383,7.236,4.257,7.545
cdfg_31/cdfg_25,23,1.83,9.78,1.717,3.71
cdfg_31/cdfg_26,16,4.797,9.271,4.152,8.215
cdfg_31/cdfg_27,2,0.746,8.278,0.756,1.325
cdfg_31/cdfg_28,2,0.425,7.371,0.651,1.095
cdfg_31/cdfg_29,0,0.004,1.504,0.004,0.005
cdfg_31/cdfg_30,6,0.16,8.299,0.288,0.41
cdfg_31/cdfg_31,16,5.041,8.604,6.142,9.375
cdfg_31/cdfg_32,0,4.917,7.539,4.281,7.805
cdfg_31/cdfg_33,14,4.565,7.915,7.64,8.36
cdfg_31/cdfg_34,6,0.934,7.347,1.219,2.06
cdfg_31/cdfg_35,0,0.171,5.485,0.329,0.485
cdfg_31/cdfg_36,0,0.094,4.7,0.173,0.22
cdfg_31/cdfg_37,26,4.691,9.249,4.768,8.405
cdfg_31/cdfg_38,0,0.033,2.96,0.039,0.075
cdfg_31/cdfg_39,16,14.432,8.527,17.683,23.01
cdfg_31/cdfg_40,5,4.401,8.591,7.34,8.57
cdfg_31/cdfg_41,31,6.324,9.866,8.862,11.2
cdfg_31/cdfg_42,2,0.808,9.506,0.675,1.48
cdfg_31/cdfg_43,5,1.495,8.667,1.586,2.615
cdfg_31/cdfg_44,2,0.57,8.295,0.589,1.085
cdfg_31/cdfg_45,2,0.114,5.365,0.134,0.185
cdfg_31/cdfg_46,21,1.747,8.96,2.354,3.875
cdfg_31/cdfg_47,0,0.402,6.335,0.788,1.0
cdfg_31/cdfg_49,20,7.588,8.692,8.312,13.485
cdfg_31/cdfg_50,5,1.304,6.478,1.542,2.415
cdfg_31/cdfg_51,8,1.866,7.807,2.941,4.475
cdfg_31/cdfg_53,18,4.451,8.616,7.28,8.52
cdfg_31/cdfg_54,43,3.105,8.602,4.141,6.995
cdfg_31/cdfg_55,2,2.379,8.488,2.533,4.26
cdfg_31/cdfg_56,7,6.934,8.326,10.076,12.735
cdfg_31/cdfg_57,0,0.008,2.891,0.018,0.025
cdfg_31/cdfg_58,5,5.279,8.268,8.867,10.015
cdfg_31/cdfg_59,19,15.427,9.182,17.565,24.095
cdfg_31/cdfg_60,9,0.878,8.553,1.036,1.845
cdfg_31/cdfg_61,14,7.886,8.249,10.19,14.855
cdfg_31/cdfg_62,5,1.983,8.845,2.445,3.935
cdfg_31/cdfg_63,9,1.314,10.549,1.864,2.88
cdfg_31/cdfg_65,10,3.087,7.374,4.141,5.92
cdfg_31/cdfg_66,0,0.002,1.633,0.002,0.005
cdfg_31/cdfg_68,4,2.71,8.865,2.519,4.76
cdfg_31/cdfg_69,11,6.287,8.806,9.514,11.16
cdfg_31/cdfg_70,45,4.066,9.087,6.673,10.08
cdfg_31/cdfg_71,0,0.462,5.042,0.657,1.075
cdfg_31/cdfg_72,24,0.387,8.733,0.28,0.765
cdfg_31/cdfg_73,0,0.696,7.056,1.172,1.41
cdfg_31/cdfg_74,7,4.497,8.4,7.292,7.67
cdfg_31/cdfg_75,22,3.384,8.296,4.065,6.64
cdfg_31/cdfg_77,21,4.832,9.397,6.454,8.2
cdfg_31/cdfg_78,0,0.002,1.633,0.002,0.005
cdfg_31/cdfg_79,11,17.009,8.936,22.446,28.215
cdfg_31/cdfg_80,2,0.619,7.09,1.023,1.505
cdfg_31/cdfg_81,24,2.782,8.67,2.938,5.61
cdfg_31/cdfg_82,0,2.151,8.196,3.152,4.74
cdfg_31/cdfg_83,0,0.491,6.418,0.823,1.12
cdfg_31/cdfg_84,19,2.124,9.114,1.997,3.93
cdfg_31/cdfg_85,5,5.816,8.596,8.673,9.79
cdfg_31/cdfg_86,1,0.002,2.154,0.004,0.01
cdfg_31/cdfg_87,8,11.244,9.77,12.07,19.28
cdfg_31/cdfg_88,8,1.463,8.15,1.852,2.865
cdfg_31/cdfg_89,2,1.56,7.137,1.417,2.8
cdfg_31/cdfg_90,16,6.255,8.89,6.813,11.395
cdfg_31/cdfg_91,32,2.196,8.723,2.711,4.15
cdfg_31/cdfg_92,0,0.002,0.0,0.0,0.005
cdfg_31/cdfg_93,2,0.95,6.592,0.927,1.74
cdfg_31/cdfg_94,0,0.57,6.834,1.3,1.955
cdfg_31/cdfg_95,0,0.077,4.685,0.152,0.28
cdfg_31/cdfg_96,8,10.725,8.394,13.664,19.52
cdfg_31/cdfg_97,12,1.24,8.164,1.351,2.315
cdfg_31/cdfg_98,11,1.931,8.384,3.037,4.115
cdfg_31/cdfg_99,73,13.204,8.95,18.27,22.435
cdfg_31/cdfg_100,6,0.285,7.741,0.555,0.89
cdfg_31/cdfg_101,8,2.625,8.686,3.318,4.895
cdfg_31/cdfg_102,0,2.28,7.659,3.565,5.52
cdfg_31/cdfg_103,23,6.639,9.104,9.314,12.01
cdfg_31/cdfg_105,14,8.624,8.153,11.496,14.565
cdfg_31/cdfg_106,10,8.575,9.145,12.108,16.18
cdfg_31/cdfg_107,31,19.773,9.761,24.13,31.16
cdfg_31/cdfg_108,5,0.55,7.354,0.629,1.365
cdfg_31/cdfg_109,5,0.99,8.261,1.344,2.115
cdfg_31/cdfg_110,32,2.545,8.921,2.789,4.43
cdfg_31/cdfg_111,23,7.938,8.26,7.357,12.695
cdfg_31/cdfg_112,4,0.395,6.712,0.367,0.67
cdfg_31/cdfg_115,3,5.232,8.525,8.756,9.62
cdfg_31/cdfg_116,0,0.226,6.652,0.136,0.37
cdfg_31/cdfg_117,9,2.606,8.454,2.689,5.015
cdfg_31/cdfg_118,0,0.055,4.881,0.044,0.08
cdfg_31/cdfg_119,16,1.945,8.715,2.331,3.695
cdfg_31/cdfg_121,9,1.857,9.323,1.69,3.475
cdfg_31/cdfg_122,41,6.758,9.572,9.146,11.89
cdfg_31/cdfg_123,6,5.611,12.199,5.374,9.305
cdfg_31/cdfg_124,5,1.541,8.616,1.619,2.875
cdfg_31/cdfg_125,2,0.44,5.447,0.492,0.845
cdfg_31/cdfg_126,0,0.8,6.85,0.918,1.72
cdfg_31/cdfg_127,10,6.51,8.728,9.703,12.085
cdfg_31/cdfg_128,14,3.333,8.208,3.891,6.325
cdfg_31/cdfg_129,17,1.881,9.758,1.533,3.53
cdfg_31/cdfg_130,16,0.566,8.782,0.607,1.09
cdfg_31/cdfg_131,26,7.246,8.626,11.045,13.52
cdfg_31/cdfg_132,0,0.002,1.633,0.002,0.005
cdfg_31/cdfg_133,0,0.002,1.633,0.002,0.005
cdfg_31/cdfg_134,7,3.93,8.597,4.906,7.52
cdfg_31/cdfg_135,29,5.212,7.764,6.028,9.575
cdfg_31/cdfg_136,24,1.57,9.214,3.585,4.545
cdfg_31/cdfg_137,0,0.002,1.633,0.002,0.005
cdfg_31/cdfg_138,46,13.69,9.849,15.28,22.455
cdfg_31/cdfg_139,8,2.82,9.372,3.104,5.245
cdfg_31/cdfg_140,5,4.587,8.505,5.524,7.315
cdfg_31/cdfg_141,28,1.393,8.828,1.976,2.795
cdfg_31/cdfg_142,5,2.732,8.787,3.712,5.46
cdfg_31/cdfg_143,7,8.881,8.88,11.352,15.98
cdfg_31/cdfg_144,11,0.336,8.654,0.925,1.33
cdfg_31/cdfg_145,7,5.235,8.385,8.547,9.6
cdfg_31/cdfg_146,20,0.213,8.029,0.194,0.47
cdfg_31/cdfg_147,38,9.738,8.866,10.712,16.195
cdfg_31/cdfg_148,0,0.11,1.919,0.068,0.21
